tienda_id,sku,talla,ventas_totales,inventario_promedio,inventario_final,inventario_inicial,n_dias,ventas_diarias,rotacion,dias_inventario,sell_through_pct,cobertura_dias,alerta_quiebre,alerta_sobrestock
1,1022,L,358,69.1151,58,64,365,0.9808,5.1798,59.1341,0.4694,59.1341,False,False
1,1022,M,353,68.5288,70,83,365,0.9671,5.1511,72.3796,0.387,72.3796,False,False
1,1022,S,87,124.2685,127,110,365,0.2384,0.7001,365.0,0.086,365.0,False,True
1,1022,XXL,89,124.7973,145,119,365,0.2438,0.7132,365.0,0.054,365.0,False,True
1,1023,L,753,4.4575,8,9,365,2.063,26.0,3.8778,1.0,3.8778,True,False
1,1023,M,706,4.5288,4,6,365,1.9342,26.0,2.068,1.0,2.068,True,False
1,1023,S,373,68.5945,53,66,365,1.0219,5.4378,51.8633,0.5323,51.8633,False,False
1,1023,XL,360,68.1288,68,55,365,0.9863,5.2841,68.9444,0.4312,68.9444,False,False
1,1024,L,731,4.5315,6,5,365,2.0027,26.0,2.9959,1.0,2.9959,True,False
1,1024,M,386,68.7096,76,65,365,1.0575,5.6178,71.8653,0.4065,71.8653,False,False
1,1024,S,373,68.8932,58,57,365,1.0219,5.4142,56.756,0.4679,56.756,False,False
1,1024,XXL,352,68.6438,68,58,365,0.9644,5.1279,70.5114,0.3679,70.5114,False,False
1,1025,L,372,68.5096,77,79,365,1.0192,5.4299,75.5511,0.4545,75.5511,False,False
1,1025,M,368,68.7726,55,65,365,1.0082,5.351,54.5516,0.4731,54.5516,False,False
1,1025,S,730,4.5918,6,3,365,2.0,26.0,3.0,1.0,3.0,True,False
1,1025,XXL,725,4.6219,7,7,365,1.9863,26.0,3.5241,1.0,3.5241,True,False
1,1026,M,90,124.9589,117,123,365,0.2466,0.7202,365.0,0.0558,365.0,False,True
1,1026,S,363,68.7699,55,79,365,0.9945,5.2785,55.303,0.4261,55.303,False,False
1,1026,XXL,741,4.3973,3,10,365,2.0301,26.0,1.4777,1.0,1.4777,True,False
1,1027,L,732,4.4411,6,7,365,2.0055,26.0,2.9918,1.0,2.9918,True,False
1,1027,XL,72,126.2767,106,101,365,0.1973,0.5702,365.0,0.0498,365.0,False,True
1,1027,XXL,358,69.3918,67,76,365,0.9808,5.1591,68.3101,0.4891,68.3101,False,False
1,1028,L,359,68.2329,74,74,365,0.9836,5.2614,75.2368,0.4126,75.2368,False,False
1,1028,M,374,69.3452,56,55,365,1.0247,5.3933,54.6524,0.5423,54.6524,False,False
1,1028,S,386,68.5836,54,56,365,1.0575,5.6282,51.0622,0.4488,51.0622,False,False
1,1028,XL,93,123.0904,140,144,365,0.2548,0.7555,365.0,0.048,365.0,False,True
1,1028,XXL,705,4.5808,6,3,365,1.9315,26.0,3.1064,1.0,3.1064,True,False
1,1029,S,77,124.8438,113,112,365,0.211,0.6168,365.0,0.0242,365.0,False,True
1,1029,XL,365,69.0219,54,60,365,1.0,5.2882,54.0,0.4976,54.0,False,False
1,1029,XXL,388,68.8219,62,72,365,1.063,5.6377,58.3247,0.5352,58.3247,False,False
1,1030,M,725,4.3589,4,9,365,1.9863,26.0,2.0138,1.0,2.0138,True,False
1,1030,S,725,4.7123,2,3,365,1.9863,26.0,1.0069,1.0,1.0069,True,False
1,1030,XL,749,4.4658,2,6,365,2.0521,26.0,0.9746,1.0,0.9746,True,False
1,1031,L,363,68.9479,57,63,365,0.9945,5.2648,57.314,0.4239,57.314,False,False
1,1031,M,351,69.2082,83,63,365,0.9616,5.0717,86.3105,0.3998,86.3105,False,False
1,1031,S,94,124.6192,120,142,365,0.2575,0.7543,365.0,0.0581,365.0,False,True
1,1031,XL,712,4.5863,0,10,365,1.9507,26.0,0.0,1.0,0.0,True,False
1,1031,XXL,368,69.0219,62,68,365,1.0082,5.3316,61.4946,0.5036,61.4946,False,False
1,1032,L,376,68.6493,55,70,365,1.0301,5.4771,53.391,0.4818,53.391,False,False
1,1032,M,719,4.5233,6,6,365,1.9699,26.0,3.0459,1.0,3.0459,True,False
1,1032,S,99,124.3616,99,129,365,0.2712,0.7961,365.0,0.0578,365.0,False,True
1,1032,XL,358,69.4247,67,57,365,0.9808,5.1567,68.3101,0.4976,68.3101,False,False
1,1033,L,350,68.8192,58,75,365,0.9589,5.0858,60.4857,0.4269,60.4857,False,False
1,1033,S,359,68.7342,73,77,365,0.9836,5.223,74.2201,0.4593,74.2201,False,False
1,1033,XXL,734,4.4247,2,3,365,2.011,26.0,0.9946,1.0,0.9946,True,False
1,1034,L,374,68.8274,58,73,365,1.0247,5.4339,56.6043,0.3153,56.6043,False,False
1,1034,M,371,68.5425,76,85,365,1.0164,5.4127,74.7709,0.5425,74.7709,False,False
1,1034,S,369,68.5534,60,69,365,1.011,5.3827,59.3496,0.4023,59.3496,False,False
1,1034,XL,368,69.1342,77,78,365,1.0082,5.323,76.3723,0.405,76.3723,False,False
1,1034,XXL,370,68.8493,64,83,365,1.0137,5.3741,63.1351,0.4559,63.1351,False,False
1,1035,M,727,4.8795,6,7,365,1.9918,26.0,3.0124,1.0,3.0124,True,False
1,1035,S,741,4.3699,7,9,365,2.0301,26.0,3.448,1.0,3.448,True,False
1,1035,XL,377,69.1479,57,69,365,1.0329,5.4521,55.1857,0.4242,55.1857,False,False
1,1035,XXL,378,69.4438,78,85,365,1.0356,5.4432,75.3175,0.4622,75.3175,False,False
1,1036,L,359,69.7534,60,83,365,0.9836,5.1467,61.0028,0.4488,61.0028,False,False
1,1036,M,83,123.7781,117,122,365,0.2274,0.6706,365.0,0.0237,365.0,False,True
1,1036,XL,363,68.5781,62,62,365,0.9945,5.2932,62.3416,0.5255,62.3416,False,False
1,1037,M,753,4.3534,7,9,365,2.063,26.0,3.3931,1.0,3.3931,True,False
1,1037,XL,368,69.3342,65,58,365,1.0082,5.3076,64.4701,0.4064,64.4701,False,False
1,1037,XXL,375,68.6466,84,64,365,1.0274,5.4628,81.76,0.4732,81.76,False,False
1,1038,L,92,125.8548,106,131,365,0.2521,0.731,365.0,0.0417,365.0,False,True
1,1038,S,362,68.8,83,84,365,0.9918,5.2616,83.6878,0.4492,83.6878,False,False
1,1038,XL,81,125.0548,130,149,365,0.2219,0.6477,365.0,0.0884,365.0,False,True
1,1038,XXL,364,69.5534,78,62,365,0.9973,5.2334,78.2143,0.4064,78.2143,False,False
1,1039,L,730,4.4301,4,3,365,2.0,26.0,2.0,1.0,2.0,True,False
1,1039,M,378,68.9014,70,59,365,1.0356,5.4861,67.5926,0.3812,67.5926,False,False
1,1039,S,361,69.0493,68,69,365,0.989,5.2281,68.7535,0.4052,68.7535,False,False
1,1039,XXL,375,68.2466,56,58,365,1.0274,5.4948,54.5067,0.424,54.5067,False,False
1,1040,L,382,68.6712,67,72,365,1.0466,5.5627,64.0183,0.4704,64.0183,False,False
1,1040,M,81,126.2767,130,137,365,0.2219,0.6414,365.0,0.0646,365.0,False,True
1,1040,S,733,4.1973,2,5,365,2.0082,26.0,0.9959,1.0,0.9959,True,False
1,1040,XL,747,4.4986,5,5,365,2.0466,26.0,2.4431,1.0,2.4431,True,False
1,1040,XXL,372,69.1096,55,59,365,1.0192,5.3828,53.9651,0.3928,53.9651,False,False
2,1001,L,78,124.326,101,137,365,0.2137,0.6274,365.0,0.0396,365.0,False,True
2,1001,M,84,124.7452,135,139,365,0.2301,0.6734,365.0,0.0231,365.0,False,True
2,1001,S,385,69.6164,72,71,365,1.0548,5.5303,68.2597,0.4776,68.2597,False,False
2,1001,XL,372,68.9397,65,64,365,1.0192,5.396,63.7769,0.451,63.7769,False,False
2,1001,XXL,382,69.5014,68,59,365,1.0466,5.4963,64.9738,0.4312,64.9738,False,False
2,1002,M,369,68.3397,57,78,365,1.011,5.3995,56.3821,0.4006,56.3821,False,False
2,1002,S,374,69.526,76,85,365,1.0247,5.3793,74.1711,0.4441,74.1711,False,False
2,1002,XL,739,4.4137,5,10,365,2.0247,26.0,2.4696,1.0,2.4696,True,False
2,1002,XXL,759,4.5479,4,3,365,2.0795,26.0,1.9236,1.0,1.9236,True,False
2,1003,M,369,69.4959,71,64,365,1.011,5.3097,70.2304,0.4653,70.2304,False,False
2,1003,XL,367,68.1507,67,74,365,1.0055,5.3851,66.6349,0.3964,66.6349,False,False
2,1003,XXL,354,68.7616,82,69,365,0.9699,5.1482,84.548,0.4469,84.548,False,False
2,1004,L,86,124.0904,107,119,365,0.2356,0.693,365.0,0.0638,365.0,False,True
2,1004,M,375,68.8712,79,78,365,1.0274,5.4449,76.8933,0.462,76.8933,False,False
2,1004,S,376,68.2438,83,55,365,1.0301,5.5097,80.5718,0.4066,80.5718,False,False
2,1004,XXL,359,68.6411,56,63,365,0.9836,5.2301,56.9359,0.414,56.9359,False,False
2,1005,L,729,4.6055,4,9,365,1.9973,26.0,2.0027,1.0,2.0027,True,False
2,1005,M,94,123.4192,126,143,365,0.2575,0.7616,365.0,0.0567,365.0,False,True
2,1005,XL,89,124.274,117,150,365,0.2438,0.7162,365.0,0.057,365.0,False,True
2,1006,L,702,4.6329,9,6,365,1.9233,26.0,4.6795,1.0,4.6795,True,False
2,1006,M,84,123.7014,141,111,365,0.2301,0.6791,365.0,0.0513,365.0,False,True
2,1006,S,707,4.6,5,7,365,1.937,26.0,2.5813,1.0,2.5813,True,False
2,1007,M,376,69.1178,58,59,365,1.0301,5.44,56.3032,0.4448,56.3032,False,False
2,1007,S,369,69.263,56,72,365,1.011,5.3275,55.393,0.5087,55.393,False,False
2,1007,XL,380,69.4603,79,70,365,1.0411,5.4708,75.8816,0.5054,75.8816,False,False
2,1008,L,743,4.2904,1,3,365,2.0356,26.0,0.4913,1.0,0.4913,True,False
2,1008,S,709,4.7315,6,4,365,1.9425,26.0,3.0889,1.0,3.0889,True,False
2,1008,XL,388,69.9342,68,62,365,1.063,5.5481,63.9691,0.4803,63.9691,False,False
2,1008,XXL,65,124.1945,149,130,365,0.1781,0.5234,365.0,0.0493,365.0,False,True
2,1009,L,723,4.5863,4,10,365,1.9808,26.0,2.0194,1.0,2.0194,True,False
2,1009,S,722,4.4274,2,6,365,1.9781,26.0,1.0111,1.0,1.0111,True,False
2,1009,XL,726,4.6055,6,9,365,1.989,26.0,3.0165,1.0,3.0165,True,False
2,1010,L,359,69.4438,83,83,365,0.9836,5.1696,84.3872,0.4486,84.3872,False,False
2,1010,M,731,4.4219,1,4,365,2.0027,26.0,0.4993,1.0,0.4993,True,False
2,1010,S,356,69.1178,67,60,365,0.9753,5.1506,68.6938,0.3855,68.6938,False,False
2,1010,XL,743,4.6548,6,3,365,2.0356,26.0,2.9475,1.0,2.9475,True,False
2,1010,XXL,373,68.7151,63,80,365,1.0219,5.4282,61.6488,0.4774,61.6488,False,False
2,1011,S,377,68.4247,77,75,365,1.0329,5.5097,74.5491,0.4647,74.5491,False,False
2,1011,XL,363,68.9123,69,63,365,0.9945,5.2676,69.3802,0.4438,69.3802,False,False
2,1011,XXL,742,4.4301,7,6,365,2.0329,26.0,3.4434,1.0,3.4434,True,False
2,1012,L,75,123.7753,115,104,365,0.2055,0.6059,365.0,0.049,365.0,False,True
2,1012,M,369,68.6164,65,74,365,1.011,5.3777,64.2954,0.4773,64.2954,False,False
2,1012,S,738,4.2192,8,6,365,2.0219,26.0,3.9566,1.0,3.9566,True,False
2,1012,XL,728,4.4712,4,6,365,1.9945,26.0,2.0055,1.0,2.0055,True,False
2,1012,XXL,733,4.5479,8,6,365,2.0082,26.0,3.9836,1.0,3.9836,True,False
2,1013,L,355,68.8438,63,77,365,0.9726,5.1566,64.7746,0.4545,64.7746,False,False
2,1013,M,759,4.4055,5,3,365,2.0795,26.0,2.4045,1.0,2.4045,True,False
2,1013,S,377,68.8082,71,75,365,1.0329,5.479,68.7401,0.43,68.7401,False,False
2,1013,XL,74,124.4301,131,114,365,0.2027,0.5947,365.0,0.0792,365.0,False,True
2,1013,XXL,725,4.5233,2,10,365,1.9863,26.0,1.0069,1.0,1.0069,True,False
2,1014,L,359,68.3041,58,62,365,0.9836,5.2559,58.9694,0.3861,58.9694,False,False
2,1014,M,742,4.4849,3,6,365,2.0329,26.0,1.4757,1.0,1.4757,True,False
2,1014,XL,365,68.474,78,72,365,1.0,5.3305,78.0,0.479,78.0,False,False
2,1014,XXL,724,4.3781,6,8,365,1.9836,26.0,3.0249,1.0,3.0249,True,False
2,1015,L,94,124.9178,114,118,365,0.2575,0.7525,365.0,0.0461,365.0,False,True
2,1015,M,375,69.9068,75,62,365,1.0274,5.3643,73.0,0.4199,73.0,False,False
2,1015,S,353,68.5014,77,84,365,0.9671,5.1532,79.6176,0.4523,79.6176,False,False
2,1015,XL,358,69.663,62,67,365,0.9808,5.139,63.2123,0.4722,63.2123,False,False
2,1015,XXL,65,125.3562,139,147,365,0.1781,0.5185,365.0,0.0462,365.0,False,True
2,1016,L,364,69.9288,79,69,365,0.9973,5.2053,79.217,0.3968,79.217,False,False
2,1016,S,374,69.2986,69,85,365,1.0247,5.3969,67.3396,0.4515,67.3396,False,False
2,1016,XL,363,68.3644,84,70,365,0.9945,5.3098,84.4628,0.3826,84.4628,False,False
2,1016,XXL,377,68.1808,76,71,365,1.0329,5.5294,73.5809,0.3805,73.5809,False,False
2,1017,L,359,68.7479,69,58,365,0.9836,5.222,70.1532,0.4613,70.1532,False,False
2,1017,M,79,123.9534,130,136,365,0.2164,0.6373,365.0,0.0471,365.0,False,True
2,1017,S,63,124.3233,138,108,365,0.1726,0.5067,365.0,0.032,365.0,False,True
2,1017,XL,361,68.7726,56,73,365,0.989,5.2492,56.6205,0.4925,56.6205,False,False
2,1017,XXL,365,69.1123,61,67,365,1.0,5.2813,61.0,0.5012,61.0,False,False
2,1018,L,388,68.7178,67,72,365,1.063,5.6463,63.0284,0.5005,63.0284,False,False
2,1018,M,87,126.6301,144,105,365,0.2384,0.687,365.0,0.0464,365.0,False,True
2,1018,S,355,69.211,68,74,365,0.9726,5.1292,69.9155,0.4469,69.9155,False,False
2,1018,XL,396,68.2904,60,84,365,1.0849,5.7988,55.303,0.5072,55.303,False,False
2,1018,XXL,366,68.8575,79,73,365,1.0027,5.3153,78.7842,0.488,78.7842,False,False
2,1019,L,350,69.7616,81,83,365,0.9589,5.0171,84.4714,0.4499,84.4714,False,False
2,1019,M,92,125.337,128,130,365,0.2521,0.734,365.0,0.0483,365.0,False,True
2,1019,XXL,81,125.5945,140,143,365,0.2219,0.6449,365.0,0.0638,365.0,False,True
2,1020,L,366,69.6082,75,83,365,1.0027,5.258,74.7951,0.5571,74.7951,False,False
2,1020,M,80,124.8329,143,130,365,0.2192,0.6409,365.0,0.0481,365.0,False,True
2,1020,S,394,69.0301,79,84,365,1.0795,5.7077,73.1853,0.4374,73.1853,False,False
2,1020,XL,91,124.6356,106,142,365,0.2493,0.7301,365.0,0.0315,365.0,False,True
2,1020,XXL,726,4.5671,7,8,365,1.989,26.0,3.5193,1.0,3.5193,True,False
2,1021,L,365,69.2247,74,81,365,1.0,5.2727,74.0,0.4458,74.0,False,False
2,1021,M,364,68.2247,77,58,365,0.9973,5.3353,77.2115,0.4115,77.2115,False,False
2,1021,XXL,353,69.3151,59,82,365,0.9671,5.0927,61.0057,0.4746,61.0057,False,False
2,1022,L,71,124.6795,121,131,365,0.1945,0.5695,365.0,0.0239,365.0,False,True
2,1022,M,360,69.1096,56,78,365,0.9863,5.2091,56.7778,0.4737,56.7778,False,False
2,1022,S,742,4.463,5,3,365,2.0329,26.0,2.4596,1.0,2.4596,True,False
2,1022,XXL,727,4.5425,6,7,365,1.9918,26.0,3.0124,1.0,3.0124,True,False
2,1023,L,375,68.9288,68,62,365,1.0274,5.4404,66.1867,0.4443,66.1867,False,False
2,1023,M,730,4.4822,2,5,365,2.0,26.0,1.0,1.0,1.0,True,False
2,1023,S,715,4.4575,0,9,365,1.9589,26.0,0.0,1.0,0.0,True,False
2,1023,XL,367,69.7671,77,57,365,1.0055,5.2604,76.5804,0.3739,76.5804,False,False
2,1024,L,379,69.4329,56,70,365,1.0384,5.4585,53.9314,0.4431,53.9314,False,False
2,1024,M,366,68.4438,80,68,365,1.0027,5.3475,79.7814,0.4769,79.7814,False,False
2,1024,S,751,4.326,8,10,365,2.0575,26.0,3.8881,1.0,3.8881,True,False
2,1024,XXL,746,4.726,6,4,365,2.0438,26.0,2.9357,1.0,2.9357,True,False
2,1025,L,344,69.0521,71,60,365,0.9425,4.9817,75.3343,0.4569,75.3343,False,False
2,1025,M,741,4.463,5,6,365,2.0301,26.0,2.4629,1.0,2.4629,True,False
2,1025,S,90,124.7452,126,114,365,0.2466,0.7215,365.0,0.0559,365.0,False,True
2,1025,XXL,80,124.3178,125,114,365,0.2192,0.6435,365.0,0.0643,365.0,False,True
2,1026,M,378,68.9096,60,57,365,1.0356,5.4854,57.9365,0.4856,57.9365,False,False
2,1026,S,371,69.0,55,62,365,1.0164,5.3768,54.1105,0.4023,54.1105,False,False
2,1026,XXL,362,69.5233,79,69,365,0.9918,5.2069,79.6547,0.41,79.6547,False,False
2,1027,L,80,124.5589,103,136,365,0.2192,0.6423,365.0,0.056,365.0,False,True
2,1027,XL,73,124.1479,142,126,365,0.2,0.588,365.0,0.0323,365.0,False,True
2,1027,XXL,385,69.7644,80,81,365,1.0548,5.5186,75.8442,0.4376,75.8442,False,False
2,1028,L,365,68.9589,60,74,365,1.0,5.293,60.0,0.5381,60.0,False,False
2,1028,M,696,4.4932,5,8,365,1.9068,26.0,2.6221,1.0,2.6221,True,False
2,1028,S,747,4.463,7,5,365,2.0466,26.0,3.4203,1.0,3.4203,True,False
2,1028,XL,78,124.9397,133,106,365,0.2137,0.6243,365.0,0.0781,365.0,False,True
2,1028,XXL,742,4.4164,2,8,365,2.0329,26.0,0.9838,1.0,0.9838,True,False
2,1029,S,361,68.6959,76,56,365,0.989,5.255,76.8421,0.3871,76.8421,False,False
2,1029,XL,751,4.7507,5,9,365,2.0575,26.0,2.4301,1.0,2.4301,True,False
2,1029,XXL,372,69.0685,57,57,365,1.0192,5.386,55.9274,0.4307,55.9274,False,False
2,1030,M,386,68.4247,75,70,365,1.0575,5.6412,70.9197,0.3902,70.9197,False,False
2,1030,S,363,68.6274,82,58,365,0.9945,5.2894,82.4518,0.5182,82.4518,False,False
2,1030,XL,723,4.4137,2,10,365,1.9808,26.0,1.0097,1.0,1.0097,True,False
2,1031,L,376,69.3863,80,69,365,1.0301,5.4189,77.6596,0.4122,77.6596,False,False
2,1031,M,368,69.2082,63,62,365,1.0082,5.3173,62.4864,0.4757,62.4864,False,False
2,1031,S,753,4.4575,4,5,365,2.063,26.0,1.9389,1.0,1.9389,True,False
2,1031,XL,722,4.7507,7,6,365,1.9781,26.0,3.5388,1.0,3.5388,True,False
2,1031,XXL,353,68.5452,78,66,365,0.9671,5.1499,80.6516,0.4918,80.6516,False,False
2,1032,L,363,68.6712,64,67,365,0.9945,5.2861,64.3526,0.543,64.3526,False,False
2,1032,M,717,4.5068,3,9,365,1.9644,26.0,1.5272,1.0,1.5272,True,False
2,1032,S,711,4.4301,2,7,365,1.9479,26.0,1.0267,1.0,1.0267,True,False
2,1032,XL,372,69.0575,68,72,365,1.0192,5.3868,66.7204,0.4814,66.7204,False,False
2,1033,L,358,69.1973,62,61,365,0.9808,5.1736,63.2123,0.4595,63.2123,False,False
2,1033,S,97,123.6,119,145,365,0.2658,0.7848,365.0,0.088,365.0,False,True
2,1033,XXL,730,4.4822,7,3,365,2.0,26.0,3.5,1.0,3.5,True,False
2,1034,L,373,68.8849,74,85,365,1.0219,5.4148,72.4129,0.3743,72.4129,False,False
