fecha,tienda_id,sku,talla,demanda_pred
2026-03-10,10,1020,XXL,0
2026-03-10,10,1020,XL,3
2026-03-10,10,1020,L,1
2026-03-10,10,1016,L,1
2026-03-10,10,1017,XL,1
2026-03-10,10,1017,M,1
2026-03-10,10,1017,S,1
2026-03-10,10,1017,L,1
2026-03-10,10,1017,XXL,1
2026-03-10,10,1018,S,1
2026-03-10,10,1018,L,0
2026-03-10,10,1018,XL,1
2026-03-10,10,1018,XXL,1
2026-03-10,10,1018,M,2
2026-03-10,10,1019,XXL,2
2026-03-10,10,1019,L,1
2026-03-10,10,1019,M,1
2026-03-10,10,1020,S,0
2026-03-10,10,1024,L,1
2026-03-10,11,1013,XXL,2
2026-03-10,10,1025,M,1
2026-03-10,10,1025,S,1
2026-03-10,10,1031,XXL,0
2026-03-10,10,1031,XL,2
2026-03-10,10,1031,M,0
2026-03-10,10,1031,L,1
2026-03-10,10,1032,XL,1
2026-03-10,10,1032,M,2
2026-03-10,10,1031,S,0
2026-03-10,10,1032,S,0
2026-03-10,10,1033,XXL,2
2026-03-10,10,1033,L,0
2026-03-10,10,1033,S,2
2026-03-10,10,1034,XL,1
2026-03-10,10,1034,M,1
2026-03-10,10,1034,XXL,1
2026-03-10,10,1032,L,1
2026-03-10,10,1030,M,3
2026-03-10,10,1030,S,2
2026-03-10,10,1030,XL,1
2026-03-10,10,1025,L,0
2026-03-10,10,1026,M,2
2026-03-10,10,1026,XXL,1
2026-03-10,10,1026,S,3
2026-03-10,10,1027,XL,3
2026-03-10,10,1027,XXL,0
2026-03-10,10,1027,L,1
2026-03-10,10,1028,XL,2
2026-03-10,10,1028,S,1
2026-03-10,10,1028,L,2
2026-03-10,10,1028,XXL,1
2026-03-10,10,1028,M,0
2026-03-10,10,1029,XXL,1
2026-03-10,10,1029,S,1
2026-03-10,10,1029,XL,1
2026-03-10,10,1025,XXL,0
2026-03-10,10,1016,XL,1
2026-03-10,11,1013,L,2
2026-03-10,11,1014,XXL,2
2026-03-10,11,1038,XL,1
2026-03-10,11,1038,XXL,1
2026-03-10,11,1038,S,2
2026-03-10,11,1038,L,1
2026-03-10,11,1039,S,2
2026-03-10,11,1039,M,1
2026-03-10,11,1037,XL,0
2026-03-10,11,1039,L,2
2026-03-10,11,1040,L,3
2026-03-10,11,1040,XL,2
2026-03-10,11,1040,XXL,2
2026-03-10,11,1040,S,1
2026-03-10,11,1040,M,2
2026-03-10,12,1001,S,1
2026-03-10,11,1039,XXL,1
2026-03-10,12,1001,L,2
2026-03-10,11,1037,XXL,1
2026-03-10,11,1036,XL,1
2026-03-10,11,1033,XXL,2
2026-03-10,11,1033,L,1
2026-03-10,11,1033,S,1
2026-03-10,11,1034,XL,1
2026-03-10,11,1034,M,1
2026-03-10,11,1034,XXL,1
2026-03-10,11,1037,M,1
2026-03-10,11,1034,L,1
2026-03-10,11,1035,XL,0
2026-03-10,11,1035,S,1
2026-03-10,11,1035,M,1
2026-03-10,11,1035,XXL,2
2026-03-10,11,1036,M,0
2026-03-10,11,1036,L,2
2026-03-10,11,1034,S,1
2026-03-10,12,1001,XL,1
2026-03-10,12,1001,XXL,2
2026-03-10,12,1001,M,2
2026-03-10,12,1007,S,0
2026-03-10,12,1008,S,1
2026-03-10,12,1008,XL,1
2026-03-10,12,1008,L,1
2026-03-10,12,1008,XXL,1
2026-03-10,12,1009,S,1
2026-03-10,12,1007,M,1
2026-03-10,12,1009,XL,0
2026-03-10,12,1010,L,1
2026-03-10,12,1010,XL,2
2026-03-10,12,1010,S,3
2026-03-10,12,1010,XXL,1
2026-03-10,12,1010,M,1
2026-03-10,12,1011,XXL,1
2026-03-10,12,1009,L,1
2026-03-10,12,1007,XL,0
2026-03-10,12,1006,S,0
2026-03-10,12,1006,M,2
2026-03-10,12,1002,M,3
2026-03-10,12,1002,S,2
2026-03-10,12,1002,XXL,1
2026-03-10,12,1002,XL,1
2026-03-10,12,1003,M,1
2026-03-10,12,1003,XL,2
2026-03-10,12,1003,XXL,0
2026-03-10,12,1004,XXL,2
2026-03-10,12,1004,M,1
2026-03-10,12,1004,L,1
2026-03-10,12,1004,S,0
2026-03-10,12,1005,XL,1
2026-03-10,12,1005,M,3
2026-03-10,12,1005,L,2
2026-03-10,12,1006,L,0
2026-03-10,11,1032,L,1
2026-03-10,11,1032,S,1
2026-03-10,11,1032,M,2
2026-03-10,11,1032,XL,1
2026-03-10,11,1018,XXL,1
2026-03-10,11,1018,M,0
2026-03-10,11,1019,XXL,1
2026-03-10,11,1019,L,2
2026-03-10,11,1019,M,1
2026-03-10,11,1020,S,1
2026-03-10,11,1018,XL,2
2026-03-10,11,1020,L,0
2026-03-10,11,1020,XXL,1
2026-03-10,11,1020,M,2
2026-03-10,11,1021,XXL,2
2026-03-10,11,1021,L,1
2026-03-10,11,1021,M,2
2026-03-10,11,1022,M,1
2026-03-10,11,1020,XL,1
2026-03-10,11,1018,L,1
2026-03-10,11,1018,S,1
2026-03-10,11,1017,XXL,2
2026-03-10,11,1014,XL,1
2026-03-10,11,1014,M,0
2026-03-10,11,1015,XL,1
2026-03-10,11,1015,M,1
2026-03-10,11,1015,S,1
2026-03-10,11,1015,L,0
2026-03-10,11,1015,XXL,3
2026-03-10,11,1016,S,1
2026-03-10,11,1016,XXL,0
2026-03-10,11,1016,XL,0
2026-03-10,11,1016,L,2
2026-03-10,11,1017,XL,2
2026-03-10,11,1017,M,1
2026-03-10,11,1017,S,2
2026-03-10,11,1017,L,1
2026-03-10,11,1022,S,1
2026-03-10,11,1014,L,1
2026-03-10,11,1022,XXL,1
2026-03-10,11,1023,S,1
2026-03-10,11,1028,L,0
2026-03-10,11,1028,XXL,2
2026-03-10,11,1028,M,1
2026-03-10,11,1029,XXL,2
2026-03-10,11,1029,S,1
2026-03-10,11,1029,XL,1
2026-03-10,11,1028,S,1
2026-03-10,11,1030,XL,0
2026-03-10,11,1030,M,1
2026-03-10,11,1031,S,1
2026-03-10,11,1031,XXL,0
2026-03-10,11,1031,XL,1
2026-03-10,11,1031,M,1
2026-03-10,11,1031,L,1
2026-03-10,11,1030,S,0
2026-03-10,11,1028,XL,2
2026-03-10,11,1027,L,2
2026-03-10,11,1027,XXL,2
2026-03-10,11,1023,XL,3
2026-03-10,11,1023,L,1
2026-03-10,11,1023,M,0
2026-03-10,11,1024,S,3
2026-03-10,11,1024,M,1
2026-03-10,11,1024,XXL,0
2026-03-10,11,1024,L,3
2026-03-10,11,1025,M,1
2026-03-10,11,1025,XXL,1
2026-03-10,11,1025,S,0
2026-03-10,11,1025,L,1
2026-03-10,11,1026,M,1
2026-03-10,11,1026,XXL,1
2026-03-10,11,1026,S,2
2026-03-10,11,1027,XL,0
2026-03-10,11,1022,L,3
2026-03-10,10,1016,XXL,0
2026-03-10,10,1016,S,2
2026-03-10,10,1015,XXL,2
2026-03-10,9,1005,XL,0
2026-03-10,9,1005,M,2
2026-03-10,9,1005,L,2
2026-03-10,9,1006,L,2
2026-03-10,9,1006,M,1
2026-03-10,9,1006,S,1
2026-03-10,9,1004,S,1
2026-03-10,9,1007,XL,2
2026-03-10,9,1007,S,1
2026-03-10,9,1008,S,2
2026-03-10,9,1008,XL,0
2026-03-10,9,1008,L,0
2026-03-10,9,1008,XXL,2
2026-03-10,9,1009,S,1
2026-03-10,9,1007,M,2
2026-03-10,9,1009,XL,0
2026-03-10,9,1004,L,1
2026-03-10,9,1004,XXL,1
2026-03-10,8,1040,S,1
2026-03-10,8,1040,M,1
2026-03-10,9,1001,S,2
2026-03-10,9,1001,L,2
2026-03-10,9,1001,XL,1
2026-03-10,9,1001,XXL,2
2026-03-10,9,1004,M,1
2026-03-10,9,1001,M,0
2026-03-10,9,1002,S,1
2026-03-10,9,1002,XXL,0
2026-03-10,9,1002,XL,1
2026-03-10,9,1003,M,0
2026-03-10,9,1003,XL,2
2026-03-10,9,1003,XXL,2
2026-03-10,9,1002,M,2
2026-03-10,9,1009,L,0
2026-03-10,9,1010,L,2
2026-03-10,9,1010,XL,1
2026-03-10,9,1014,M,0
2026-03-10,9,1015,XL,2
2026-03-10,9,1015,M,1
2026-03-10,9,1015,S,1
2026-03-10,9,1015,L,1
2026-03-10,9,1015,XXL,0
2026-03-10,9,1014,XL,0
2026-03-10,9,1016,S,3
2026-03-10,9,1016,XL,1
2026-03-10,9,1016,L,1
2026-03-10,9,1017,XL,0
2026-03-10,9,1017,M,1
2026-03-10,9,1017,S,2
2026-03-10,9,1017,L,3
2026-03-10,9,1016,XXL,3
2026-03-10,9,1014,XXL,1
2026-03-10,9,1014,L,1
2026-03-10,9,1013,L,1
2026-03-10,9,1010,S,0
2026-03-10,9,1010,XXL,2
2026-03-10,9,1010,M,1
2026-03-10,9,1011,XXL,1
2026-03-10,9,1011,XL,0
2026-03-10,9,1011,S,2
2026-03-10,9,1012,S,1
2026-03-10,9,1012,L,1
2026-03-10,9,1012,XL,0
2026-03-10,9,1012,XXL,2
2026-03-10,9,1012,M,2
2026-03-10,9,1013,M,2
2026-03-10,9,1013,XL,1
2026-03-10,9,1013,S,1
2026-03-10,9,1013,XXL,1
2026-03-10,8,1040,XXL,2
2026-03-10,8,1040,XL,1
2026-03-10,8,1040,L,0
2026-03-10,8,1039,XXL,0
2026-03-10,8,1026,M,0
2026-03-10,8,1026,XXL,2
2026-03-10,8,1026,S,2
2026-03-10,8,1027,XL,2
2026-03-10,8,1027,XXL,1
2026-03-10,8,1027,L,2
2026-03-10,8,1025,L,2
2026-03-10,8,1028,XL,2
2026-03-10,8,1028,L,1
2026-03-10,8,1028,XXL,0
2026-03-10,8,1028,M,1
2026-03-10,8,1029,XXL,0
2026-03-10,8,1029,S,1
2026-03-10,8,1029,XL,1
2026-03-10,8,1028,S,1
2026-03-10,8,1025,S,0
2026-03-10,8,1025,XXL,1
2026-03-10,8,1025,M,1
2026-03-10,8,1021,XXL,1
2026-03-10,8,1021,L,2
2026-03-10,8,1021,M,1
2026-03-10,8,1022,M,1
2026-03-10,8,1022,S,0
2026-03-10,8,1022,XXL,1
2026-03-10,8,1022,L,2
2026-03-10,8,1023,S,1
2026-03-10,8,1023,XL,1
2026-03-10,8,1023,L,1
2026-03-10,8,1023,M,2
2026-03-10,8,1024,S,1
2026-03-10,8,1024,M,2
2026-03-10,8,1024,XXL,1
2026-03-10,8,1024,L,1
2026-03-10,8,1030,XL,1
2026-03-10,9,1017,XXL,1
2026-03-10,8,1030,S,1
2026-03-10,8,1031,S,1
2026-03-10,8,1035,XXL,3
2026-03-10,8,1036,M,1
2026-03-10,8,1036,L,1
2026-03-10,8,1036,XL,2
2026-03-10,8,1037,M,1
2026-03-10,8,1037,XXL,2
2026-03-10,8,1035,M,0
2026-03-10,8,1037,XL,1
2026-03-10,8,1038,XXL,1
2026-03-10,8,1038,S,0
2026-03-10,8,1038,L,0
2026-03-10,8,1039,S,2
2026-03-10,8,1039,M,1
2026-03-10,8,1039,L,2
2026-03-10,8,1038,XL,2
2026-03-10,8,1035,S,1
2026-03-10,8,1035,XL,2
2026-03-10,8,1034,S,1
2026-03-10,8,1031,XXL,0
2026-03-10,8,1031,XL,2
2026-03-10,8,1031,M,2
2026-03-10,8,1031,L,0
2026-03-10,8,1032,XL,2
2026-03-10,8,1032,M,2
2026-03-10,8,1032,S,1
2026-03-10,8,1032,L,1
2026-03-10,8,1033,XXL,1
2026-03-10,8,1033,L,2
2026-03-10,8,1033,S,3
2026-03-10,8,1034,XL,1
2026-03-10,8,1034,M,1
2026-03-10,8,1034,XXL,3
2026-03-10,8,1034,L,1
2026-03-10,8,1030,M,2
2026-03-10,9,1018,S,0
2026-03-10,9,1018,L,0
2026-03-10,9,1018,XL,0
2026-03-10,10,1002,XXL,1
2026-03-10,10,1002,XL,0
2026-03-10,10,1003,M,0
2026-03-10,10,1003,XL,2
2026-03-10,10,1003,XXL,0
2026-03-10,10,1004,XXL,2
2026-03-10,10,1002,S,1
2026-03-10,10,1004,M,1
2026-03-10,10,1004,S,1
2026-03-10,10,1005,XL,1
2026-03-10,10,1005,M,1
2026-03-10,10,1005,L,1
2026-03-10,10,1006,L,1
2026-03-10,10,1006,M,1
2026-03-10,10,1004,L,0
2026-03-10,10,1002,M,1
2026-03-10,10,1001,M,1
2026-03-10,10,1001,XXL,1
2026-03-10,9,1038,XXL,1
2026-03-10,9,1038,S,1
2026-03-10,9,1038,L,1
2026-03-10,9,1039,S,0
2026-03-10,9,1039,M,3
2026-03-10,9,1039,L,0
2026-03-10,9,1039,XXL,0
2026-03-10,9,1040,L,1
2026-03-10,9,1040,XL,0
2026-03-10,9,1040,XXL,1
2026-03-10,9,1040,S,1
2026-03-10,9,1040,M,1
2026-03-10,10,1001,S,1
2026-03-10,10,1001,L,1
2026-03-10,10,1001,XL,1
2026-03-10,10,1006,S,0
2026-03-10,9,1038,XL,1
2026-03-10,10,1007,XL,1
2026-03-10,10,1007,S,2
2026-03-10,10,1012,M,2
2026-03-10,10,1013,M,1
2026-03-10,10,1013,XL,1
2026-03-10,10,1013,S,1
2026-03-10,10,1013,XXL,1
2026-03-10,10,1013,L,0
2026-03-10,10,1012,XXL,1
2026-03-10,10,1014,L,2
2026-03-10,10,1014,XL,1
2026-03-10,10,1014,M,2
2026-03-10,10,1015,XL,1
2026-03-10,10,1015,M,3
2026-03-10,10,1015,S,2
2026-03-10,10,1015,L,3
2026-03-10,10,1014,XXL,2
2026-03-10,10,1012,XL,0
2026-03-10,10,1012,L,1
2026-03-10,10,1012,S,1
2026-03-10,10,1008,S,1
2026-03-10,10,1008,XL,1
2026-03-10,10,1008,L,2
2026-03-10,10,1008,XXL,2
2026-03-10,10,1009,S,3
2026-03-10,10,1009,XL,1
2026-03-10,10,1009,L,2
2026-03-10,10,1010,L,1
2026-03-10,10,1010,XL,1
2026-03-10,10,1010,S,1
2026-03-10,10,1010,XXL,1
2026-03-10,10,1010,M,1
2026-03-10,10,1011,XXL,2
2026-03-10,10,1011,XL,1
2026-03-10,10,1011,S,1
2026-03-10,10,1007,M,1
2026-03-10,12,1011,S,0
2026-03-10,9,1037,XL,1
2026-03-10,9,1037,M,0
2026-03-10,9,1023,L,1
2026-03-10,9,1023,M,2
2026-03-10,9,1024,S,1
2026-03-10,9,1024,M,1
2026-03-10,9,1024,XXL,1
2026-03-10,9,1024,L,2
2026-03-10,9,1023,XL,1
2026-03-10,9,1025,M,2
2026-03-10,9,1025,S,1
2026-03-10,9,1025,L,1
2026-03-10,9,1026,M,1
2026-03-10,9,1026,XXL,1
2026-03-10,9,1026,S,1
2026-03-10,9,1027,XL,0
2026-03-10,9,1025,XXL,1
2026-03-10,9,1023,S,2
2026-03-10,9,1022,L,1
2026-03-10,9,1022,XXL,0
2026-03-10,9,1018,XXL,2
2026-03-10,9,1018,M,2
2026-03-10,9,1019,XXL,2
2026-03-10,9,1019,L,2
2026-03-10,9,1019,M,1
2026-03-10,9,1020,S,1
2026-03-10,9,1020,L,1
2026-03-10,9,1020,XL,1
2026-03-10,9,1020,XXL,0
2026-03-10,9,1020,M,1
2026-03-10,9,1021,XXL,2
2026-03-10,9,1021,L,1
2026-03-10,9,1021,M,1
2026-03-10,9,1022,M,2
2026-03-10,9,1022,S,1
2026-03-10,9,1027,XXL,1
2026-03-10,9,1037,XXL,1
2026-03-10,9,1027,L,2
2026-03-10,9,1028,S,0
2026-03-10,9,1033,L,1
2026-03-10,9,1033,S,1
2026-03-10,9,1034,XL,0
2026-03-10,9,1034,M,0
2026-03-10,9,1034,XXL,1
2026-03-10,9,1034,L,1
2026-03-10,9,1033,XXL,0
2026-03-10,9,1034,S,1
2026-03-10,9,1035,S,2
2026-03-10,9,1035,M,2
2026-03-10,9,1035,XXL,1
2026-03-10,9,1036,M,0
2026-03-10,9,1036,L,1
2026-03-10,9,1036,XL,2
2026-03-10,9,1035,XL,0
2026-03-10,9,1032,L,1
2026-03-10,9,1032,S,0
2026-03-10,9,1032,M,2
2026-03-10,9,1028,L,0
2026-03-10,9,1028,XXL,2
2026-03-10,9,1028,M,2
2026-03-10,9,1029,XXL,1
2026-03-10,9,1029,S,1
2026-03-10,9,1029,XL,1
2026-03-10,9,1030,XL,1
2026-03-10,9,1030,S,1
2026-03-10,9,1030,M,0
2026-03-10,9,1031,S,1
2026-03-10,9,1031,XXL,1
2026-03-10,9,1031,XL,0
2026-03-10,9,1031,M,1
2026-03-10,9,1031,L,1
2026-03-10,9,1032,XL,2
2026-03-10,9,1028,XL,2
2026-03-10,8,1020,M,1
2026-03-10,12,1012,S,1
2026-03-10,12,1012,XL,2
2026-03-10,14,1030,M,0
2026-03-10,14,1031,S,1
2026-03-10,14,1031,XXL,2
2026-03-10,14,1031,XL,1
2026-03-10,14,1031,M,2
2026-03-10,14,1031,L,1
2026-03-10,14,1030,S,0
2026-03-10,14,1032,XL,0
2026-03-10,14,1032,S,1
2026-03-10,14,1032,L,1
2026-03-10,14,1033,XXL,1
2026-03-10,14,1033,L,0
2026-03-10,14,1033,S,1
2026-03-10,14,1034,XL,1
2026-03-10,14,1032,M,1
2026-03-10,14,1034,M,1
2026-03-10,14,1030,XL,1
2026-03-10,14,1029,S,0
2026-03-10,14,1025,S,1
2026-03-10,14,1025,L,1
2026-03-10,14,1026,M,2
2026-03-10,14,1026,XXL,1
2026-03-10,14,1026,S,0
2026-03-10,14,1027,XL,1
2026-03-10,14,1029,XL,0
2026-03-10,14,1027,XXL,0
2026-03-10,14,1028,XL,0
2026-03-10,14,1028,S,1
2026-03-10,14,1028,L,1
2026-03-10,14,1028,XXL,1
2026-03-10,14,1028,M,0
2026-03-10,14,1029,XXL,1
2026-03-10,14,1027,L,1
2026-03-10,14,1034,XXL,2
2026-03-10,14,1034,L,2
2026-03-10,14,1034,S,2
2026-03-10,14,1040,XL,1
2026-03-10,14,1040,XXL,2
2026-03-10,14,1040,S,3
2026-03-10,14,1040,M,1
2026-03-10,15,1001,S,0
2026-03-10,15,1001,L,1
2026-03-10,14,1040,L,0
2026-03-10,15,1001,XL,2
2026-03-10,15,1001,M,2
2026-03-10,15,1002,M,0
2026-03-10,15,1002,S,1
2026-03-10,15,1002,XXL,0
2026-03-10,15,1002,XL,1
2026-03-10,15,1003,M,1
2026-03-10,15,1001,XXL,0
2026-03-10,14,1039,XXL,0
2026-03-10,14,1039,L,1
2026-03-10,14,1039,M,1
2026-03-10,14,1035,XL,0
2026-03-10,14,1035,S,1
2026-03-10,14,1035,M,1
2026-03-10,14,1035,XXL,1
2026-03-10,14,1036,M,1
2026-03-10,14,1036,L,1
2026-03-10,14,1036,XL,0
2026-03-10,14,1037,M,1
2026-03-10,14,1037,XXL,2
2026-03-10,14,1037,XL,2
2026-03-10,14,1038,XL,1
2026-03-10,14,1038,XXL,1
2026-03-10,14,1038,S,2
2026-03-10,14,1038,L,2
2026-03-10,14,1039,S,2
2026-03-10,14,1025,XXL,1
2026-03-10,14,1025,M,2
2026-03-10,14,1024,L,0
2026-03-10,14,1024,XXL,1
2026-03-10,14,1012,XXL,1
2026-03-10,14,1012,M,1
2026-03-10,14,1013,M,2
2026-03-10,14,1013,XL,0
2026-03-10,14,1013,S,1
2026-03-10,14,1013,XXL,2
2026-03-10,14,1012,XL,1
2026-03-10,14,1013,L,1
2026-03-10,14,1014,XXL,2
2026-03-10,14,1014,XL,1
2026-03-10,14,1014,M,1
2026-03-10,14,1015,XL,1
2026-03-10,14,1015,M,1
2026-03-10,14,1015,S,1
2026-03-10,14,1014,L,0
2026-03-10,14,1012,L,1
2026-03-10,14,1012,S,2
2026-03-10,14,1011,S,2
2026-03-10,14,1007,S,2
2026-03-10,14,1008,S,0
2026-03-10,14,1008,XL,2
2026-03-10,14,1008,L,0
2026-03-10,14,1008,XXL,1
2026-03-10,14,1009,S,1
2026-03-10,14,1009,XL,2
2026-03-10,14,1009,L,1
2026-03-10,14,1010,L,0
2026-03-10,14,1010,XL,2
2026-03-10,14,1010,S,1
2026-03-10,14,1010,XXL,1
2026-03-10,14,1010,M,2
2026-03-10,14,1011,XXL,2
2026-03-10,14,1011,XL,2
2026-03-10,14,1015,L,0
2026-03-10,15,1003,XL,1
2026-03-10,14,1015,XXL,0
2026-03-10,14,1016,XXL,1
2026-03-10,14,1020,M,0
2026-03-10,14,1021,XXL,2
2026-03-10,14,1021,L,1
2026-03-10,14,1021,M,1
2026-03-10,14,1022,M,2
2026-03-10,14,1022,S,0
2026-03-10,14,1020,XXL,1
2026-03-10,14,1022,XXL,2
2026-03-10,14,1023,S,1
2026-03-10,14,1023,XL,1
2026-03-10,14,1023,L,2
2026-03-10,14,1023,M,1
2026-03-10,14,1024,S,1
2026-03-10,14,1024,M,1
2026-03-10,14,1022,L,1
2026-03-10,14,1020,XL,2
2026-03-10,14,1020,L,2
2026-03-10,14,1020,S,2
2026-03-10,14,1016,XL,2
2026-03-10,14,1016,L,1
2026-03-10,14,1017,XL,1
2026-03-10,14,1017,M,0
2026-03-10,14,1017,S,1
2026-03-10,14,1017,L,0
2026-03-10,14,1017,XXL,1
2026-03-10,14,1018,S,1
2026-03-10,14,1018,L,1
2026-03-10,14,1018,XL,1
2026-03-10,14,1018,XXL,2
2026-03-10,14,1018,M,1
2026-03-10,14,1019,XXL,1
2026-03-10,14,1019,L,2
2026-03-10,14,1019,M,2
2026-03-10,14,1016,S,2
2026-03-10,14,1007,M,1
2026-03-10,15,1003,XXL,0
2026-03-10,15,1004,M,1
2026-03-10,15,1028,XL,1
2026-03-10,15,1028,S,1
2026-03-10,15,1028,L,1
2026-03-10,15,1028,XXL,2
2026-03-10,15,1028,M,2
2026-03-10,15,1029,XXL,1
2026-03-10,15,1027,L,2
2026-03-10,15,1029,S,2
2026-03-10,15,1030,XL,1
2026-03-10,15,1030,S,0
2026-03-10,15,1030,M,2
2026-03-10,15,1031,S,1
2026-03-10,15,1031,XXL,1
2026-03-10,15,1031,XL,0
2026-03-10,15,1029,XL,0
2026-03-10,15,1031,M,1
2026-03-10,15,1027,XXL,2
2026-03-10,15,1026,S,1
2026-03-10,15,1023,S,1
2026-03-10,15,1023,XL,1
2026-03-10,15,1023,L,1
2026-03-10,15,1023,M,2
2026-03-10,15,1024,S,2
2026-03-10,15,1024,M,1
2026-03-10,15,1027,XL,2
2026-03-10,15,1024,XXL,2
2026-03-10,15,1025,M,2
2026-03-10,15,1025,XXL,1
2026-03-10,15,1025,S,1
2026-03-10,15,1025,L,0
2026-03-10,15,1026,M,1
2026-03-10,15,1026,XXL,2
2026-03-10,15,1024,L,1
2026-03-10,15,1031,L,2
2026-03-10,15,1032,XL,3
2026-03-10,15,1032,M,1
2026-03-10,15,1037,XL,0
2026-03-10,15,1038,XL,1
2026-03-10,15,1038,XXL,1
2026-03-10,15,1038,S,2
2026-03-10,15,1038,L,1
2026-03-10,15,1039,S,1
2026-03-10,15,1037,XXL,1
2026-03-10,15,1039,M,1
2026-03-10,15,1039,XXL,1
2026-03-10,15,1040,L,1
2026-03-10,15,1040,XL,2
2026-03-10,15,1040,XXL,2
2026-03-10,15,1040,S,1
2026-03-10,15,1040,M,1
2026-03-10,15,1039,L,1
2026-03-10,15,1037,M,2
2026-03-10,15,1036,XL,1
2026-03-10,15,1036,L,0
2026-03-10,15,1032,S,2
2026-03-10,15,1032,L,1
2026-03-10,15,1033,XXL,1
2026-03-10,15,1033,L,0
2026-03-10,15,1033,S,1
2026-03-10,15,1034,XL,2
2026-03-10,15,1034,M,1
2026-03-10,15,1034,XXL,1
2026-03-10,15,1034,L,0
2026-03-10,15,1034,S,2
2026-03-10,15,1035,XL,1
2026-03-10,15,1035,S,1
2026-03-10,15,1035,M,1
2026-03-10,15,1035,XXL,2
2026-03-10,15,1036,M,2
2026-03-10,15,1022,L,0
2026-03-10,15,1022,XXL,1
2026-03-10,15,1022,S,1
2026-03-10,15,1022,M,1
2026-03-10,15,1010,XL,1
2026-03-10,15,1010,S,2
2026-03-10,15,1010,XXL,1
2026-03-10,15,1010,M,3
2026-03-10,15,1011,XXL,2
2026-03-10,15,1011,XL,0
2026-03-10,15,1010,L,1
2026-03-10,15,1011,S,2
2026-03-10,15,1012,L,2
2026-03-10,15,1012,XL,1
2026-03-10,15,1012,XXL,2
2026-03-10,15,1012,M,1
2026-03-10,15,1013,M,2
2026-03-10,15,1013,XL,0
2026-03-10,15,1012,S,1
2026-03-10,15,1009,L,0
2026-03-10,15,1009,XL,1
2026-03-10,15,1009,S,2
2026-03-10,15,1004,L,1
2026-03-10,15,1004,S,2
2026-03-10,15,1005,XL,1
2026-03-10,15,1005,M,1
2026-03-10,15,1005,L,0
2026-03-10,15,1006,L,1
2026-03-10,15,1006,M,1
2026-03-10,15,1006,S,2
2026-03-10,15,1007,XL,1
2026-03-10,15,1007,M,1
2026-03-10,15,1007,S,2
2026-03-10,15,1008,S,1
2026-03-10,15,1008,XL,2
